time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-09 00:00:00+00:00,4,4,35,12
2023-12-10 00:00:00+00:00,2,2,54,5
2023-12-11 00:00:00+00:00,8,7,76,10
2023-12-12 00:00:00+00:00,18,11,110,17
2023-12-13 00:00:00+00:00,18,14,106,14
2023-12-14 00:00:00+00:00,15,8,143,17
2023-12-15 00:00:00+00:00,7,6,41,13
2023-12-16 00:00:00+00:00,13,5,29,6
2023-12-17 00:00:00+00:00,3,3,12,3
2023-12-18 00:00:00+00:00,14,10,155,14
2023-12-19 00:00:00+00:00,18,9,103,16
2023-12-20 00:00:00+00:00,10,6,60,8
2023-12-21 00:00:00+00:00,12,10,85,15
2023-12-22 00:00:00+00:00,3,3,44,10
