time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-21 00:00:00+00:00,9,6,48,8
2024-07-22 00:00:00+00:00,10,9,147,23
2024-07-23 00:00:00+00:00,26,14,189,20
2024-07-24 00:00:00+00:00,7,7,107,21
2024-07-25 00:00:00+00:00,7,5,25,14
2024-07-26 00:00:00+00:00,3,3,59,11
2024-07-27 00:00:00+00:00,3,3,29,3
2024-07-28 00:00:00+00:00,2,1,17,4
2024-07-29 00:00:00+00:00,2,2,97,23
2024-07-30 00:00:00+00:00,9,5,30,10
2024-07-31 00:00:00+00:00,13,7,86,12
2024-08-01 00:00:00+00:00,4,4,22,6
2024-08-02 00:00:00+00:00,2,1,11,5
2024-08-03 00:00:00+00:00,2,2,5,2
