time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-14 00:00:00+00:00,15,8,131,22
2024-08-15 00:00:00+00:00,18,12,134,24
2024-08-16 00:00:00+00:00,7,6,67,10
2024-08-17 00:00:00+00:00,6,3,71,5
2024-08-18 00:00:00+00:00,2,2,5,4
2024-08-19 00:00:00+00:00,4,4,112,14
2024-08-20 00:00:00+00:00,11,7,35,9
2024-08-21 00:00:00+00:00,11,7,121,11
2024-08-22 00:00:00+00:00,9,5,54,15
2024-08-23 00:00:00+00:00,5,3,50,15
2024-08-24 00:00:00+00:00,4,2,5,3
2024-08-25 00:00:00+00:00,6,5,30,7
2024-08-26 00:00:00+00:00,3,3,114,23
2024-08-27 00:00:00+00:00,1,1,194,14
