time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-07 00:00:00+00:00,34,22,139,16
2024-05-08 00:00:00+00:00,18,9,37,11
2024-05-09 00:00:00+00:00,36,14,103,15
2024-05-10 00:00:00+00:00,15,10,52,7
2024-05-11 00:00:00+00:00,6,5,7,3
2024-05-12 00:00:00+00:00,7,4,12,3
2024-05-13 00:00:00+00:00,23,14,49,9
2024-05-14 00:00:00+00:00,78,24,226,13
2024-05-15 00:00:00+00:00,25,9,13,8
2024-05-16 00:00:00+00:00,11,8,67,9
2024-05-17 00:00:00+00:00,5,4,9,5
2024-05-18 00:00:00+00:00,4,3,9,3
2024-05-19 00:00:00+00:00,10,7,5,3
2024-05-20 00:00:00+00:00,5,4,51,10
