time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-11 00:00:00+00:00,26,11,224,13
2024-03-12 00:00:00+00:00,43,23,193,12
2024-03-13 00:00:00+00:00,31,21,229,21
2024-03-14 00:00:00+00:00,29,18,105,17
2024-03-15 00:00:00+00:00,21,13,113,9
2024-03-16 00:00:00+00:00,7,4,33,3
2024-03-17 00:00:00+00:00,11,9,75,6
2024-03-18 00:00:00+00:00,29,15,64,15
2024-03-19 00:00:00+00:00,18,11,23,8
2024-03-20 00:00:00+00:00,19,15,30,6
2024-03-21 00:00:00+00:00,17,7,196,13
2024-03-22 00:00:00+00:00,18,9,171,13
2024-03-23 00:00:00+00:00,9,6,57,1
2024-03-24 00:00:00+00:00,19,7,13,3
