url_path,views_total,views_unique
/PetervanLunteren/EcoAssist,213,104
/PetervanLunteren/EcoAssist/tree/main/classification_utils,102,16
/PetervanLunteren/EcoAssist/blob/main/markdown/install-from-zip/windows.md,70,25
/PetervanLunteren/EcoAssist/tree/main/model_info,66,10
/PetervanLunteren/EcoAssist/tree/main/classification_utils/model_types,65,9
/PetervanLunteren/EcoAssist/blob/main/README.md,34,11
/PetervanLunteren/EcoAssist/blob/main/model_info/model_info_v5.json,34,6
/PetervanLunteren/EcoAssist/tree/main,30,8
/PetervanLunteren/EcoAssist/tree/main/classification_utils/envs,24,3
/PetervanLunteren/EcoAssist/issues,22,11
